"","X.2","Rk","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","WinorLoss","Year"
"164",2,2,"2","Thursday Apr 11","boxscore","ATL","","LAD","L",2,4,NA,"0-2",6,"2.0","Martinez","Leibrandt","","2:37","D",14672,"--","L",1991
"165",3,3,"3","Saturday Apr 13","boxscore","ATL","@","CIN","W",7,5,NA,"1-2",4,"2.0","Avery","Armstrong","Berenguer","2:57","D",18566,"+","W",1991
"166",4,4,"4","Sunday Apr 14","boxscore","ATL","@","CIN","W",12,1,NA,"2-2",2,"2.0","Glavine","Browning","","3:00","D",25837,"++","W",1991
"167",5,5,"5","Monday Apr 15","boxscore","ATL","","HOU","L",1,3,NA,"2-3",4,"3.0","Osuna","Mercker","Schilling","2:45","N",6729,"-","L",1991
"168",6,6,"6","Tuesday Apr 16","boxscore","ATL","","HOU","W",10,4,NA,"3-3",2,"2.0","Sisk","Hernandez","","3:33","N",7759,"+","W",1991
"169",7,7,"7","Wednesday Apr 17","boxscore","ATL","","HOU","L",3,4,NA,"3-4",5,"2.0","Portugal","Avery","Schilling","2:43","N",8342,"-","L",1991
"170",8,8,"8","Friday Apr 19","boxscore","ATL","","CIN","L",3,8,NA,"3-5",5,"2.5","Armstrong","Glavine","","2:54","N",13498,"--","L",1991
"171",9,9,"9","Saturday Apr 20","boxscore","ATL","","CIN","L",0,3,NA,"3-6",6,"3.5","Browning","Smoltz","","2:21","N",27464,"---","L",1991
"172",10,10,"10","Sunday Apr 21","boxscore","ATL","","CIN","W",3,2,NA,"4-6",5,"2.5","Leibrandt","Rijo","Mercker","2:26","D",23473,"+","W",1991
"173",11,11,"11","Monday Apr 22","boxscore","ATL","@","LAD","W",7,1,NA,"5-6",3,"2.5","Avery","Ojeda","","3:03","N",42723,"++","W",1991
"174",12,12,"12","Tuesday Apr 23","boxscore","ATL","@","LAD","W",4,0,NA,"6-6",3,"2.5","Glavine","Gross","","2:45","N",27737,"+++","W",1991
"175",13,13,"13","Wednesday Apr 24","boxscore","ATL","@","LAD","L",4,8,NA,"6-7",3,"2.5","Morgan","Smoltz","","2:21","N",42023,"-","L",1991
"176",14,14,"14","Friday Apr 26","boxscore","ATL","@","HOU","W",7,2,NA,"7-7",4,"2.5","Leibrandt","Deshaies","","2:46","N",16391,"+","W",1991
"177",15,15,"15","Saturday Apr 27","boxscore","ATL","@","HOU","W",2,1,13,"8-7",2,"1.5","Sisk","Corsi","Parrett","4:17","N",17527,"++","W",1991
"178",16,16,"16","Sunday Apr 28","boxscore","ATL","@","HOU","L",0,2,NA,"8-8",4,"1.5","Jones","Glavine","Henry","2:16","D",11817,"-","L",1991
"179",17,17,"17","Monday Apr 29","boxscore","ATL","@","STL","L-wo",3,4,11,"8-9",4,"1.5","Smith","Sisk","","3:12","N",19010,"--","L",1991
"180",18,18,"18","Tuesday Apr 30","boxscore","ATL","@","STL","L",3,5,NA,"8-10",4,"2.5","Carpenter","Leibrandt","Smith","2:45","N",19844,"---","L",1991
"181",19,19,"19","Wednesday May 1","boxscore","ATL","@","STL","W",5,4,10,"9-10",3,"1.5","Mercker","Perez","","2:50","N",27043,"+","W",1991
"182",20,20,"20","Friday May 3","boxscore","ATL","","CHC","W",5,2,NA,"10-10",3,"0.5","Glavine","Boskie","Mercker","2:34","N",30476,"++","W",1991
"183",21,21,"21","Saturday May 4","boxscore","ATL","","CHC","W",4,2,NA,"11-10",3,"0.5","Smoltz","Sutcliffe","Berenguer","2:50","N",20724,"+++","W",1991
"184",22,22,"22","Sunday May 5","boxscore","ATL","","CHC","L",6,9,NA,"11-11",3,"1.5","McElroy","Leibrandt","Smith","3:09","D",27141,"-","L",1991
"185",23,23,"23","Tuesday May 7","boxscore","ATL","","STL","W",9,2,NA,"12-11",2,"1.5","Avery","Smith","","2:40","N",17196,"+","W",1991
"186",24,24,"24","Wednesday May 8","boxscore","ATL","","STL","W",17,1,NA,"13-11",2,"0.5","Glavine","Hill","","2:55","N",9699,"++","W",1991
"187",25,25,"25","Friday May 10","boxscore","ATL","@","PIT","L",2,5,NA,"13-12",1,"Tied","Smiley","Smoltz","Belinda","2:44","N",23936,"-","L",1991
"188",26,26,"26","Saturday May 11","boxscore","ATL","@","PIT","W",3,2,NA,"14-12",1,"Tied","Leibrandt","Drabek","Mercker","2:39","N",33914,"+","W",1991
"189",27,27,"27","Sunday May 12","boxscore","ATL","@","PIT","W",6,1,NA,"15-12",1,"up 1.0","Avery","Palacios","Berenguer","2:24","D",20287,"++","W",1991
"190",28,28,"28","Monday May 13","boxscore","ATL","@","CHC","W",5,3,NA,"16-12",1,"up 1.0","Glavine","Boskie","","2:33","N",29579,"+++","W",1991
"191",29,29,"29","Tuesday May 14","boxscore","ATL","@","CHC","L",4,5,NA,"16-13",1,"Tied","Assenmacher","Mercker","Smith","2:51","N",31446,"-","L",1991
"192",30,30,"30","Wednesday May 15","boxscore","ATL","@","CHC","L",1,6,NA,"16-14",2,"1.0","Assenmacher","Berenguer","","2:38","D",25814,"--","L",1991
"193",31,31,"31","Friday May 17","boxscore","ATL","","PIT","W",9,3,NA,"17-14",1,"Tied","Avery","Palacios","","2:43","N",32824,"+","W",1991
"194",32,32,"32","Sunday May 19","boxscore","ATL","","PIT","W",7,1,NA,"18-14",2,"0.5","Glavine","Smith","Berenguer","3:00","D",27164,"++","W",1991
"195",33,33,"33","Monday May 20","boxscore","ATL","","SDP","L",3,7,NA,"18-15",2,"0.5","Whitson","Smoltz","","2:43","N",7800,"-","L",1991
"196",34,34,"34","Tuesday May 21","boxscore","ATL","","SDP","W-wo",4,1,NA,"19-15",2,"0.5","Mercker","Rosenberg","","2:21","N",8808,"+","W",1991
"197",35,35,"35","Wednesday May 22","boxscore","ATL","","SDP","L",2,7,NA,"19-16",2,"0.5","Hurst","Avery","","2:30","N",12486,"-","L",1991
"198",36,36,"36","Thursday May 23","boxscore","ATL","","SDP","L",10,11,12,"19-17",2,"1.5","Rosenberg","Parrett","","4:44","N",13780,"--","L",1991
"199",37,37,"37","Friday May 24","boxscore","ATL","","SFG","W-wo",3,2,NA,"20-17",2,"1.5","Glavine","Righetti","","3:04","N",26313,"+","W",1991
"200",38,38,"38","Saturday May 25","boxscore","ATL","","SFG","L",6,7,NA,"20-18",2,"2.5","Downs","Smoltz","Brantley","3:02","N",37306,"-","L",1991
"201",39,39,"39","Sunday May 26","boxscore","ATL","","SFG","L",6,10,NA,"20-19",2,"2.5","Black","Leibrandt","","3:16","D",34538,"--","L",1991
"202",40,40,"40","Monday May 27","boxscore","ATL","@","SDP","W",3,1,NA,"21-19",2,"2.5","Avery","Hurst","Berenguer","2:53","N",21342,"+","W",1991
"203",41,41,"41","Tuesday May 28","boxscore","ATL","@","SDP","W",8,6,NA,"22-19",2,"2.5","Stanton","Lefferts","Berenguer","2:46","N",10082,"++","W",1991
"204",42,42,"42","Wednesday May 29","boxscore","ATL","@","SDP","W",5,1,NA,"23-19",2,"1.5","Glavine","Benes","","2:47","N",13038,"+++","W",1991
"205",43,43,"43","Thursday May 30","boxscore","ATL","@","SFG","W",7,2,NA,"24-19",2,"0.5","Smoltz","Downs","","2:38","N",8368,"++++","W",1991
"206",44,44,"44","Friday May 31","boxscore","ATL","@","SFG","W",5,2,NA,"25-19",2,"0.5","Leibrandt","Black","Stanton","2:49","N",14102,"+++++","W",1991
"207",45,45,"45","Saturday Jun 1","boxscore","ATL","@","SFG","L",2,8,NA,"25-20",2,"0.5","Robinson","Avery","Oliveras","2:34","D",26357,"-","L",1991
"208",46,46,"46","Sunday Jun 2","boxscore","ATL","@","SFG","L",1,2,NA,"25-21",2,"1.5","Wilson","Mercker","Righetti","2:31","D",25162,"--","L",1991
"209",47,47,"47","Tuesday Jun 4","boxscore","ATL","","PHI","W",9,5,NA,"26-21",2,"0.5","Glavine","Mulholland","","2:56","N",30165,"+","W",1991
"210",48,48,"48","Wednesday Jun 5","boxscore","ATL","","PHI","L",11,12,12,"26-22",2,"1.5","Akerfelds","Parrett","de Jesus","4:45","N",16937,"-","L",1991
"211",49,49,"49","Thursday Jun 6","boxscore","ATL","","PHI","W",9,4,NA,"27-22",2,"1.5","Leibrandt","Combs","","2:50","N",15682,"+","W",1991
"212",50,50,"50","Friday Jun 7","boxscore","ATL","","MON","L",2,11,NA,"27-23",2,"2.5","Boyd","Avery","","3:15","N",23097,"-","L",1991
"213",52,51,"51","Saturday Jun 8","boxscore","ATL","","MON","W",7,6,NA,"28-23",2,"1.5","Stanton","Burke","Mercker","3:19","N",32293,"+","W",1991
"214",53,52,"52","Sunday Jun 9","boxscore","ATL","","MON","W",8,6,NA,"29-23",2,"1.5","Glavine","Gardner","Berenguer","3:04","D",23171,"++","W",1991
"215",54,53,"53","Monday Jun 10","boxscore","ATL","","MON","L",1,7,NA,"29-24",2,"2.5","Martinez","Smoltz","Ruskin","3:12","N",19853,"-","L",1991
"216",55,54,"54","Tuesday Jun 11","boxscore","ATL","@","NYM","L",1,2,NA,"29-25",2,"3.0","Viola","Leibrandt","Franco","1:53","N",23395,"--","L",1991
"217",56,55,"55","Wednesday Jun 12","boxscore","ATL","@","NYM","W &amp;V",6,1,NA,"30-25",2,"2.0","Avery","Darling","","","",NA,"+","W",1991
"218",57,56,"56","Thursday Jun 13","boxscore","ATL","@","NYM","W",3,2,NA,"31-25",2,"2.0","Smith","Whitehurst","Berenguer","2:31","N",26211,"++","W",1991
"219",58,57,"57","Friday Jun 14","boxscore","ATL","@","MON","L",1,2,NA,"31-26",2,"3.0","Gardner","Glavine","Ruskin","2:25","N",18001,"-","L",1991
"220",59,58,"58","Saturday Jun 15","boxscore","ATL","@","MON","L",0,2,NA,"31-27",2,"3.0","Martinez","Smoltz","","2:55","N",16586,"--","L",1991
"221",60,59,"59","Sunday Jun 16","boxscore","ATL","@","MON","L",6,7,NA,"31-28",3,"4.0","Sampen","Stanton","Jones","3:11","D",18107,"---","L",1991
"222",61,60,"60","Monday Jun 17","boxscore","ATL","@","PHI","L",3,4,NA,"31-29",3,"5.0","Williams","Berenguer","","2:29","N",18517,"----","L",1991
"223",62,61,"61","Tuesday Jun 18","boxscore","ATL","@","PHI","L",4,8,NA,"31-30",3,"6.0","de Jesus","Smith","","2:53","N",12405,"-----","L",1991
"224",63,62,"62","Wednesday Jun 19","boxscore","ATL","@","PHI","W",9,2,NA,"32-30",3,"6.0","Glavine","Mulholland","","3:01","D",23989,"+","W",1991
"225",64,63,"63","Thursday Jun 20","boxscore","ATL","","NYM","L",7,9,NA,"32-31",3,"7.0","Gooden","Smoltz","Pena","2:54","N",29438,"-","L",1991
"226",65,64,"64","Friday Jun 21","boxscore","ATL","","NYM","W",4,2,NA,"33-31",3,"6.0","Leibrandt","Viola","Berenguer","2:32","N",43229,"+","W",1991
"227",66,65,"65","Saturday Jun 22","boxscore","ATL","","NYM","L",2,7,NA,"33-32",3,"7.0","Darling","Avery","","2:28","N",43349,"-","L",1991
"228",67,66,"66","Sunday Jun 23","boxscore","ATL","","NYM","W",4,3,NA,"34-32",3,"7.0","Mercker","Whitehurst","Berenguer","2:29","D",27561,"+","W",1991
"229",68,67,"67","Tuesday Jun 25","boxscore","ATL","@","HOU","L",0,1,NA,"34-33",4,"7.0","Harnisch","Glavine","","2:22","N",22617,"-","L",1991
"230",69,68,"68","Wednesday Jun 26","boxscore","ATL","@","HOU","W",3,2,NA,"35-33",3,"6.0","Stanton","Clancy","Berenguer","3:07","N",23589,"+","W",1991
"231",70,69,"69","Thursday Jun 27","boxscore","ATL","@","HOU","W",3,0,NA,"36-33",3,"5.5","Leibrandt","Portugal","","2:12","N",30145,"++","W",1991
"232",71,70,"70","Friday Jun 28 (1)","boxscore","ATL","","LAD","W-wo",3,2,10,"37-33",3,"5.5","Mercker","Gott","","3:35","N",0,"+++","W",1991
"233",72,71,"71","Friday Jun 28 (2)","boxscore","ATL","","LAD","L",2,8,NA,"37-34",3,"5.5","Morgan","Mahler","","3:04","N",43339,"-","L",1991
"234",73,72,"72","Saturday Jun 29","boxscore","ATL","","LAD","L",1,2,11,"37-35",3,"6.5","Hartley","Berenguer","Gross","3:37","N",43319,"--","L",1991
"235",74,73,"73","Sunday Jun 30","boxscore","ATL","","LAD","L",4,11,NA,"37-36",3,"7.5","Hershiser","Smoltz","Gross","3:01","N",30850,"---","L",1991
"236",75,74,"74","Tuesday Jul 2","boxscore","ATL","","CIN","L",3,6,NA,"37-37",3,"8.5","Armstrong","Leibrandt","","2:45","N",22056,"----","L",1991
"237",76,75,"75","Wednesday Jul 3","boxscore","ATL","","CIN","W",8,6,NA,"38-37",3,"8.5","Avery","Layana","Berenguer","2:42","N",20279,"+","W",1991
"238",77,76,"76","Thursday Jul 4","boxscore","ATL","","CIN","L",4,10,7,"38-38",3,"8.5","Gross","Smith","","2:22","N",42153,"-","L",1991
"239",78,77,"77","Friday Jul 5","boxscore","ATL","@","LAD","W",4,1,NA,"39-38",3,"7.5","Glavine","Belcher","","2:57","N",49199,"+","W",1991
"240",79,78,"78","Saturday Jul 6","boxscore","ATL","@","LAD","L",6,7,NA,"39-39",3,"8.5","Hershiser","Smoltz","Gross","3:12","N",47207,"-","L",1991
"241",80,79,"79","Sunday Jul 7","boxscore","ATL","@","LAD","L",3,5,NA,"39-40",3,"9.5","Martinez","Leibrandt","Morgan","3:09","D",41965,"--","L",1991
"242",81,80,"80","Thursday Jul 11","boxscore","ATL","","STL","W",4,1,NA,"40-40",3,"8.5","Avery","DeLeon","Berenguer","2:37","N",17060,"+","W",1991
"243",82,81,"81","Friday Jul 12","boxscore","ATL","","STL","W",6,2,NA,"41-40",3,"7.5","Smoltz","Smith","","2:35","N",28114,"++","W",1991
"244",83,82,"82","Saturday Jul 13","boxscore","ATL","","STL","W",10,5,NA,"42-40",3,"7.0","Leibrandt","Hill","","2:54","N",43424,"+++","W",1991
"245",84,83,"83","Sunday Jul 14","boxscore","ATL","","STL","W",2,1,NA,"43-40",3,"5.5","Glavine","Tewksbury","","2:19","D",22684,"++++","W",1991
"246",85,84,"84","Monday Jul 15","boxscore","ATL","","CHC","L",4,6,NA,"43-41",3,"5.5","Maddux","Smith","Assenmacher","3:15","N",25057,"-","L",1991
"247",86,85,"85","Tuesday Jul 16","boxscore","ATL","","CHC","W",8,5,NA,"44-41",2,"4.5","Freeman","Scanlan","Berenguer","2:56","N",25893,"+","W",1991
"248",87,86,"86","Wednesday Jul 17","boxscore","ATL","","CHC","W",12,2,NA,"45-41",2,"3.5","Smoltz","Lancaster","","2:41","N",16984,"++","W",1991
"249",88,87,"87","Friday Jul 19","boxscore","ATL","@","STL","W",8,3,NA,"46-41",2,"3.0","Leibrandt","Hill","Berenguer","3:24","N",35259,"+++","W",1991
"250",89,88,"88","Saturday Jul 20","boxscore","ATL","@","STL","L-wo",1,2,NA,"46-42",2,"4.0","Smith","Stanton","","2:40","N",39383,"-","L",1991
"251",90,89,"89","Sunday Jul 21","boxscore","ATL","@","STL","W",5,1,NA,"47-42",2,"3.0","Avery","Olivares","","2:17","D",32274,"+","W",1991
"252",91,90,"90","Monday Jul 22","boxscore","ATL","@","PIT","W",7,3,NA,"48-42",2,"2.5","Smoltz","Smith","","2:34","N",20549,"++","W",1991
"253",92,91,"91","Tuesday Jul 23","boxscore","ATL","@","PIT","L",3,12,NA,"48-43",2,"3.5","Drabek","Leibrandt","","3:06","N",21664,"-","L",1991
"254",93,92,"92","Wednesday Jul 24","boxscore","ATL","@","PIT","L",4,7,NA,"48-44",2,"4.5","Smiley","Glavine","Belinda","2:50","N",26508,"--","L",1991
"255",94,93,"93","Friday Jul 26","boxscore","ATL","@","CHC","W",6,2,NA,"49-44",2,"5.0","Avery","Castillo","","2:32","D",35604,"+","W",1991
"256",95,94,"94","Saturday Jul 27","boxscore","ATL","@","CHC","L",5,7,NA,"49-45",2,"6.0","Lancaster","Smoltz","McElroy","2:44","D",34023,"-","L",1991
"257",96,95,"95","Sunday Jul 28","boxscore","ATL","@","CHC","L",2,6,NA,"49-46",2,"6.0","Bielecki","Leibrandt","Assenmacher","2:43","D",33782,"--","L",1991
"258",97,96,"96","Monday Jul 29 (1)","boxscore","ATL","","PIT","W",7,5,NA,"50-46",2,"4.5","Glavine","Drabek","Freeman","2:43","N",0,"+","W",1991
"259",98,97,"97","Monday Jul 29 (2)","boxscore","ATL","","PIT","W",5,3,NA,"51-46",2,"4.5","Mahler","Smiley","Mercker","2:53","N",32292,"++","W",1991
"260",99,98,"98","Tuesday Jul 30","boxscore","ATL","","PIT","W",10,3,NA,"52-46",2,"4.5","Parrett","Landrum","Mercker","3:04","N",27099,"+++","W",1991
"261",100,99,"99","Wednesday Jul 31","boxscore","ATL","","PIT","W",8,6,NA,"53-46",2,"4.5","Smoltz","Palacios","Stanton","2:48","N",23955,"++++","W",1991
"262",101,100,"100","Friday Aug 2","boxscore","ATL","","SDP","L",3,13,NA,"53-47",2,"4.5","Hurst","Leibrandt","","2:36","N",34466,"-","L",1991
"263",103,101,"101","Saturday Aug 3","boxscore","ATL","","SDP","L",2,3,NA,"53-48",2,"4.5","Benes","Glavine","Andersen","2:36","N",42067,"--","L",1991
"264",104,102,"102","Sunday Aug 4","boxscore","ATL","","SDP","W",9,7,NA,"54-48",2,"3.5","Avery","Rasmussen","Berenguer","3:01","D",25006,"+","W",1991
"265",105,103,"103","Monday Aug 5","boxscore","ATL","","SFG","W",5,2,NA,"55-48",2,"2.5","Smoltz","Robinson","","2:33","N",24934,"++","W",1991
"266",106,104,"104","Tuesday Aug 6","boxscore","ATL","","SFG","W",10,6,NA,"56-48",2,"2.5","Clancy","McClellan","","3:14","N",27231,"+++","W",1991
"267",107,105,"105","Wednesday Aug 7","boxscore","ATL","","SFG","L",0,1,NA,"56-49",2,"3.5","Black","Leibrandt","Righetti","2:44","N",24428,"-","L",1991
"268",108,106,"106","Thursday Aug 8","boxscore","ATL","","SFG","L",1,8,NA,"56-50",2,"4.5","Burkett","Glavine","","3:18","N",29428,"--","L",1991
"269",109,107,"107","Friday Aug 9","boxscore","ATL","","HOU","W",7,2,NA,"57-50",2,"3.5","Avery","Deshaies","","2:59","N",34700,"+","W",1991
"270",110,108,"108","Saturday Aug 10","boxscore","ATL","","HOU","W",4,0,NA,"58-50",2,"2.5","Smoltz","Harnisch","","2:44","N",41251,"++","W",1991
"271",111,109,"109","Sunday Aug 11","boxscore","ATL","","HOU","W",3,1,NA,"59-50",2,"1.5","Reynoso","Kile","Stanton","2:46","D",23646,"+++","W",1991
"272",112,110,"110","Monday Aug 12","boxscore","ATL","@","SFG","W",2,1,NA,"60-50",2,"1.5","Leibrandt","Black","Berenguer","2:47","N",22339,"++++","W",1991
"273",113,111,"111","Tuesday Aug 13","boxscore","ATL","@","SFG","W",9,2,NA,"61-50",2,"0.5","Glavine","Burkett","","2:43","N",17298,"+++++","W",1991
"274",114,112,"112","Wednesday Aug 14","boxscore","ATL","@","SFG","L",3,8,NA,"61-51",2,"1.5","Wilson","Avery","","3:07","D",32284,"-","L",1991
"275",115,113,"113","Thursday Aug 15","boxscore","ATL","@","SDP","L",0,1,NA,"61-52",2,"1.5","Harris","Smoltz","","1:59","D",17434,"--","L",1991
"276",116,114,"114","Friday Aug 16","boxscore","ATL","@","SDP","W",3,2,NA,"62-52",2,"1.5","Reynoso","Bones","Stanton","2:41","N",19049,"+","W",1991
"277",117,115,"115","Saturday Aug 17","boxscore","ATL","@","SDP","W",2,1,NA,"63-52",2,"1.5","Leibrandt","Hurst","Wohlers","2:37","N",39551,"++","W",1991
"278",118,116,"116","Sunday Aug 18","boxscore","ATL","@","SDP","L",1,2,NA,"63-53",2,"1.5","Benes","Glavine","Andersen","2:32","D",15066,"-","L",1991
"279",119,117,"117","Tuesday Aug 20 (1)","boxscore","ATL","@","CIN","L",2,8,NA,"63-54",2,"2.5","Rijo","Avery","","2:51","N",0,"--","L",1991
"280",120,118,"118","Tuesday Aug 20 (2)","boxscore","ATL","@","CIN","W",5,1,NA,"64-54",2,"2.5","Smoltz","Sanford","","2:26","N",32910,"+","W",1991
"281",121,119,"119","Wednesday Aug 21","boxscore","ATL","@","CIN","W",10,9,13,"65-54",2,"2.5","Castillo","Myers","","4:40","N",30005,"++","W",1991
"282",122,120,"120","Thursday Aug 22","boxscore","ATL","@","CIN","W",4,1,NA,"66-54",2,"2.0","Leibrandt","Scudder","Clancy","2:46","N",26011,"+++","W",1991
"283",123,121,"121","Friday Aug 23","boxscore","ATL","","PHI","W",4,2,NA,"67-54",2,"1.0","Glavine","Mulholland","Wohlers","3:00","N",43161,"++++","W",1991
"284",124,122,"122","Saturday Aug 24","boxscore","ATL","","PHI","L",5,6,NA,"67-55",2,"1.0","Williams","Castillo","","2:57","N",43966,"-","L",1991
"285",125,123,"123","Sunday Aug 25","boxscore","ATL","","PHI","L",5,6,NA,"67-56",2,"1.0","Greene","Avery","Williams","3:34","D",26027,"--","L",1991
"286",126,124,"124","Monday Aug 26","boxscore","ATL","","MON","W",14,9,NA,"68-56",2,"1.0","Wohlers","Sampen","Stanton","3:27","N",12889,"+","W",1991
"287",127,125,"125","Tuesday Aug 27","boxscore","ATL","","MON","W",3,2,NA,"69-56",1,"Tied","Leibrandt","Nabholz","Clancy","2:25","N",15806,"++","W",1991
"288",128,126,"126","Wednesday Aug 28","boxscore","ATL","","NYM","W",3,1,NA,"70-56",1,"up 1.0","Glavine","Viola","","2:16","N",25060,"+++","W",1991
"289",129,127,"127","Thursday Aug 29","boxscore","ATL","","NYM","W",2,0,NA,"71-56",1,"up 2.0","Smoltz","Young","Stanton","2:42","N",27435,"++++","W",1991
"290",130,128,"128","Friday Aug 30","boxscore","ATL","@","PHI","W",6,1,NA,"72-56",1,"up 2.0","Avery","Greene","","2:48","N",22708,"+++++","W",1991
"291",131,129,"129","Saturday Aug 31","boxscore","ATL","@","PHI","L",0,5,NA,"72-57",1,"up 1.0","de Jesus","Reynoso","","2:46","N",30259,"-","L",1991
"292",132,130,"130","Sunday Sep 1","boxscore","ATL","@","PHI","L-wo",4,5,10,"72-58",1,"Tied","Williams","Wohlers","","3:08","D",25141,"--","L",1991
"293",133,131,"131","Monday Sep 2","boxscore","ATL","@","MON","L",3,4,NA,"72-59",1,"Tied","Sampen","Glavine","","2:33","D",16124,"---","L",1991
"294",134,132,"132","Tuesday Sep 3","boxscore","ATL","@","MON","W",4,1,NA,"73-59",1,"Tied","Smoltz","Barnes","Pena","2:51","N",7833,"+","W",1991
"295",135,133,"133","Wednesday Sep 4","boxscore","ATL","@","MON","L",4,8,NA,"73-60",2,"1.0","Rojas","Clancy","","3:12","N",6752,"-","L",1991
"296",136,134,"134","Friday Sep 6","boxscore","ATL","@","NYM","W",4,2,NA,"74-60",2,"0.5","Pena","Whitehurst","Stanton","3:06","N",21960,"+","W",1991
"297",137,135,"135","Saturday Sep 7","boxscore","ATL","@","NYM","W",6,1,NA,"75-60",2,"0.5","Leibrandt","Viola","","2:27","D",25772,"++","W",1991
"298",138,136,"136","Sunday Sep 8","boxscore","ATL","@","NYM","W",7,5,NA,"76-60",2,"0.5","Glavine","Franco","Pena","3:09","D",22449,"+++","W",1991
"299",139,137,"137","Monday Sep 9","boxscore","ATL","","SFG","W",8,3,NA,"77-60",2,"0.5","Smoltz","Black","Clancy","2:34","N",19686,"++++","W",1991
"300",140,138,"138","Tuesday Sep 10","boxscore","ATL","","SFG","W",4,1,NA,"78-60",1,"up 0.5","Avery","Burkett","Pena","2:42","N",23741,"+++++","W",1991
"301",141,139,"139","Wednesday Sep 11","boxscore","ATL","","SDP","W",1,0,NA,"79-60",1,"up 0.5","Mercker","Harris","Pena","2:11","N",20477,"++++++","W",1991
"302",142,140,"140","Thursday Sep 12","boxscore","ATL","","SDP","W",5,1,NA,"80-60",1,"up 0.5","Leibrandt","Hurst","","2:54","N",27794,"+++++++","W",1991
"303",143,141,"141","Friday Sep 13","boxscore","ATL","","LAD","L",2,5,NA,"80-61",2,"0.5","Morgan","Glavine","McDowell","2:29","N",45769,"-","L",1991
"304",144,142,"142","Saturday Sep 14","boxscore","ATL","","LAD","W-wo",3,2,11,"81-61",1,"up 0.5","Clancy","McDowell","","4:10","D",44773,"+","W",1991
"305",145,143,"143","Sunday Sep 15","boxscore","ATL","","LAD","W",9,1,NA,"82-61",1,"up 1.5","Avery","Martinez","","2:27","D",45541,"++","W",1991
"306",146,144,"144","Monday Sep 16","boxscore","ATL","@","SFG","L",5,8,NA,"82-62",1,"up 0.5","Oliveras","Clancy","Beck","3:27","N",14701,"-","L",1991
"307",147,145,"145","Tuesday Sep 17","boxscore","ATL","@","SFG","L",2,3,NA,"82-63",2,"0.5","Black","Stanton","Righetti","2:23","N",8481,"--","L",1991
"308",148,146,"146","Wednesday Sep 18","boxscore","ATL","@","SDP","W",6,4,NA,"83-63",2,"0.5","Glavine","Bones","Pena","3:08","N",10551,"+","W",1991
"309",149,147,"147","Thursday Sep 19","boxscore","ATL","@","SDP","W",4,2,10,"84-63",2,"0.5","Wohlers","Lefferts","Pena","3:03","N",13556,"++","W",1991
"310",150,148,"148","Friday Sep 20","boxscore","ATL","@","LAD","W",3,0,NA,"85-63",1,"up 0.5","Avery","Belcher","","3:17","N",51067,"+++","W",1991
