"","X.2","Rk","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","WinorLoss","Year"
"3465",2,2,"2","Saturday Apr 2","boxscore","ATL","@","WSN","L",3,6,NA,"1-1",2,"1.0","Lannan","Hanson","Burnett","2:56","D",21941,"-","L",2011
"3466",3,3,"3","Sunday Apr 3","boxscore","ATL","@","WSN","W",11,2,NA,"2-1",2,"1.0","Hudson","Zimmermann","","2:47","D",22210,"+","W",2011
"3467",4,4,"4","Monday Apr 4","boxscore","ATL","@","MIL","W",2,1,NA,"3-1",2,"0.5","Moylan","Saito","Kimbrel","2:49","D",46017,"++","W",2011
"3468",5,5,"5","Tuesday Apr 5","boxscore","ATL","@","MIL","L",0,1,NA,"3-2",3,"0.5","Gallardo","Lowe","","2:21","N",24117,"-","L",2011
"3469",6,6,"6","Wednesday Apr 6","boxscore","ATL","@","MIL","L",4,5,NA,"3-3",4,"1.5","Estrada","Minor","Axford","2:36","N",23420,"--","L",2011
"3470",7,7,"7","Thursday Apr 7","boxscore","ATL","@","MIL","L",2,4,NA,"3-4",4,"2.5","Marcum","Hanson","Axford","2:50","D",24645,"---","L",2011
"3471",8,8,"8","Friday Apr 8","boxscore","ATL","","PHI","W",6,3,NA,"4-4",3,"1.5","Hudson","Lee","Kimbrel","2:46","N",51331,"+","W",2011
"3472",9,9,"9","Saturday Apr 9","boxscore","ATL","","PHI","L",2,10,NA,"4-5",4,"2.5","Oswalt","Beachy","","2:44","D",36256,"-","L",2011
"3473",10,10,"10","Sunday Apr 10","boxscore","ATL","","PHI","L",0,3,NA,"4-6",5,"3.5","Hamels","Lowe","Contreras","2:20","D",43796,"--","L",2011
"3474",11,11,"11","Tuesday Apr 12","boxscore","ATL","","FLA","W",5,0,NA,"5-6",4,"2.5","Hanson","Volstad","","2:33","N",13865,"+","W",2011
"3475",12,12,"12","Wednesday Apr 13","boxscore","ATL","","FLA","L",1,5,NA,"5-7",4,"3.5","Johnson","Hudson","","2:20","N",14351,"-","L",2011
"3476",13,13,"13","Thursday Apr 14","boxscore","ATL","","FLA","L",5,6,NA,"5-8",4,"4.5","Sanches","O'Flaherty","Oviedo","3:09","N",16495,"--","L",2011
"3477",14,14,"14","Saturday Apr 16 (1)","boxscore","ATL","","NYM","W",4,2,NA,"6-8",3,"3.0","Lowe","Carrasco","Kimbrel","2:47","D",0,"+","W",2011
"3478",15,15,"15","Saturday Apr 16 (2)","boxscore","ATL","","NYM","W",4,0,NA,"7-8",3,"3.0","Jurrjens","Pelfrey","","2:29","N",31383,"++","W",2011
"3479",16,16,"16","Sunday Apr 17","boxscore","ATL","","NYM","L",2,3,NA,"7-9",4,"4.0","Gee","Hanson","Rodriguez","2:52","D",29625,"-","L",2011
"3480",17,17,"17","Monday Apr 18","boxscore","ATL","@","LAD","L",2,4,NA,"7-10",4,"4.0","Lilly","Hudson","","2:52","N",28292,"--","L",2011
"3481",18,18,"18","Tuesday Apr 19","boxscore","ATL","@","LAD","W",10,1,NA,"8-10",4,"3.0","Beachy","Kuroda","","3:19","N",41596,"+","W",2011
"3482",19,19,"19","Wednesday Apr 20","boxscore","ATL","@","LAD","L",1,6,NA,"8-11",4,"4.0","Garland","Lowe","","2:17","N",29473,"-","L",2011
"3483",20,20,"20","Thursday Apr 21","boxscore","ATL","@","LAD","L-wo",3,5,12,"8-12",4,"5.0","Guerrier","Martinez","","3:52","D",30711,"--","L",2011
"3484",21,21,"21","Friday Apr 22","boxscore","ATL","@","SFG","W",4,1,NA,"9-12",4,"5.0","Hanson","Bumgarner","Kimbrel","2:42","N",42404,"+","W",2011
"3485",22,22,"22","Saturday Apr 23","boxscore","ATL","@","SFG","W",5,2,NA,"10-12",4,"5.0","Hudson","Lincecum","Kimbrel","2:41","D",42395,"++","W",2011
"3486",23,23,"23","Sunday Apr 24","boxscore","ATL","@","SFG","W",9,6,10,"11-12",4,"5.0","O'Flaherty","Wilson","Venters","3:26","D",42295,"+++","W",2011
"3487",24,24,"24","Monday Apr 25","boxscore","ATL","@","SDP","L-wo",3,5,13,"11-13",4,"5.0","Luebke","Martinez","","3:36","N",18288,"-","L",2011
"3488",25,25,"25","Tuesday Apr 26","boxscore","ATL","@","SDP","W",8,2,NA,"12-13",3,"4.5","Jurrjens","Harang","","2:24","N",20492,"+","W",2011
"3489",26,26,"26","Wednesday Apr 27","boxscore","ATL","@","SDP","W",7,0,NA,"13-13",3,"4.0","Hanson","Latos","","2:34","D",20026,"++","W",2011
"3490",27,27,"27","Friday Apr 29","boxscore","ATL","","STL","L",3,5,11,"13-14",3,"5.0","Sanchez","Gearrin","Miller","3:29","N",40279,"-","L",2011
"3491",28,28,"28","Saturday Apr 30","boxscore","ATL","","STL","L",2,3,NA,"13-15",3,"6.0","Batista","Kimbrel","Salas","2:54","D",30546,"--","L",2011
"3492",29,29,"29","Sunday May 1","boxscore","ATL","","STL","W-wo",6,5,NA,"14-15",3,"5.0","Venters","Franklin","","2:55","D",34129,"+","W",2011
"3493",30,30,"30","Monday May 2","boxscore","ATL","","MIL","W",6,2,NA,"15-15",3,"4.5","Jurrjens","Gallardo","","2:37","N",14126,"++","W",2011
"3494",31,31,"31","Wednesday May 4 (1)","boxscore","ATL","","MIL","W",8,3,NA,"16-15",3,"4.5","Hanson","Estrada","","3:14","D",0,"+++","W",2011
"3495",32,32,"32","Wednesday May 4 (2)","boxscore","ATL","","MIL","W",8,0,NA,"17-15",3,"4.5","Hudson","Greinke","","2:43","N",15543,"++++","W",2011
"3496",33,33,"33","Thursday May 5","boxscore","ATL","","MIL","W",2,1,NA,"18-15",3,"4.5","Venters","Loe","Kimbrel","2:39","N",15307,"+++++","W",2011
"3497",34,34,"34","Friday May 6","boxscore","ATL","@","PHI","W",5,0,NA,"19-15",3,"3.5","Lowe","Lee","","2:40","N",45495,"++++++","W",2011
"3498",35,35,"35","Saturday May 7","boxscore","ATL","@","PHI","L",0,3,NA,"19-16",3,"4.5","Kendrick","Teheran","Madson","2:44","N",45609,"-","L",2011
"3499",36,36,"36","Sunday May 8","boxscore","ATL","@","PHI","W",5,2,NA,"20-16",3,"3.5","Jurrjens","Hamels","Kimbrel","2:53","N",45619,"+","W",2011
"3500",37,37,"37","Tuesday May 10","boxscore","ATL","","WSN","L",6,7,NA,"20-17",3,"4.0","Marquis","Hudson","Storen","2:39","N",16143,"-","L",2011
"3501",38,38,"38","Wednesday May 11","boxscore","ATL","","WSN","L",3,7,11,"20-18",3,"5.0","Storen","Linebrink","","3:32","N",16692,"--","L",2011
"3502",39,39,"39","Thursday May 12","boxscore","ATL","","WSN","W-wo",6,5,10,"21-18",3,"4.5","Kimbrel","Slaten","","3:04","N",19758,"+","W",2011
"3503",40,40,"40","Friday May 13","boxscore","ATL","","PHI","L",4,5,NA,"21-19",3,"5.5","Bastardo","O'Flaherty","Madson","3:04","N",36168,"-","L",2011
"3504",41,41,"41","Saturday May 14","boxscore","ATL","","PHI","W",5,3,NA,"22-19",3,"4.5","Jurrjens","Blanton","Kimbrel","2:39","D",35238,"+","W",2011
"3505",42,42,"42","Sunday May 15","boxscore","ATL","","PHI","W",3,2,NA,"23-19",3,"3.5","Venters","Halladay","Kimbrel","2:38","D",42117,"++","W",2011
"3506",43,43,"43","Monday May 16","boxscore","ATL","","HOU","W",3,2,NA,"24-19",3,"2.5","Hanson","Abad","Kimbrel","2:44","N",17416,"+++","W",2011
"3507",44,44,"44","Tuesday May 17","boxscore","ATL","","HOU","W-wo",3,1,11,"25-19",3,"1.5","Gearrin","Fulchino","","3:09","D",21085,"++++","W",2011
"3508",45,45,"45","Wednesday May 18","boxscore","ATL","@","ARI","L-wo",4,5,11,"25-20",3,"2.5","Heilman","Kimbrel","","3:19","N",19773,"-","L",2011
"3509",46,46,"46","Thursday May 19","boxscore","ATL","@","ARI","L",1,2,NA,"25-21",3,"2.5","Collmenter","Jurrjens","Putz","2:19","N",23413,"--","L",2011
"3510",47,47,"47","Friday May 20","boxscore","ATL","@","LAA","L",0,9,NA,"25-22",3,"3.5","Santana","Hudson","","2:28","N",40211,"---","L",2011
"3511",48,48,"48","Saturday May 21","boxscore","ATL","@","LAA","W",5,4,12,"26-22",3,"3.5","Proctor","Bell","Kimbrel","3:57","N",43511,"+","W",2011
"3512",49,49,"49","Sunday May 22","boxscore","ATL","@","LAA","L",1,4,NA,"26-23",3,"3.5","Chatwood","Lowe","Walden","2:37","D",40098,"-","L",2011
"3513",50,50,"50","Tuesday May 24","boxscore","ATL","@","PIT","W",2,0,NA,"27-23",3,"3.0","Jurrjens","Morton","Kimbrel","2:33","N",16873,"+","W",2011
"3514",52,51,"51","Wednesday May 25","boxscore","ATL","@","PIT","W",4,2,11,"28-23",3,"3.0","Sherrill","Karstens","Kimbrel","3:16","D",21497,"++","W",2011
"3515",53,52,"52","Friday May 27","boxscore","ATL","","CIN","L",1,5,NA,"28-24",3,"4.5","Leake","Hanson","","3:27","N",30701,"-","L",2011
"3516",54,53,"53","Saturday May 28","boxscore","ATL","","CIN","W-wo",7,6,12,"29-24",3,"4.5","Linebrink","Fisher","","4:03","N",36615,"+","W",2011
"3517",55,54,"54","Sunday May 29","boxscore","ATL","","CIN","W",2,1,NA,"30-24",3,"3.5","Jurrjens","Cueto","Kimbrel","2:29","N",36392,"++","W",2011
"3518",56,55,"55","Monday May 30","boxscore","ATL","","SDP","L",2,3,10,"30-25",3,"4.5","Qualls","Sherrill","Bell","3:12","D",25832,"-","L",2011
"3519",57,56,"56","Tuesday May 31","boxscore","ATL","","SDP","L",4,5,NA,"30-26",3,"4.5","Latos","Minor","Bell","3:12","N",18782,"--","L",2011
"3520",58,57,"57","Wednesday Jun 1","boxscore","ATL","","SDP","W",4,3,NA,"31-26",3,"3.5","Hanson","Richard","Kimbrel","2:52","N",21452,"+","W",2011
"3521",59,58,"58","Friday Jun 3","boxscore","ATL","@","NYM","W",6,3,NA,"32-26",3,"2.5","Venters","Rodriguez","Kimbrel","2:35","N",28301,"++","W",2011
"3522",60,59,"59","Saturday Jun 4","boxscore","ATL","@","NYM","L",0,5,NA,"32-27",3,"2.5","Gee","Jurrjens","","2:19","N",28114,"-","L",2011
"3523",61,60,"60","Sunday Jun 5","boxscore","ATL","@","NYM","L",4,6,NA,"32-28",3,"3.5","Dickey","Hudson","","2:42","N",21015,"--","L",2011
"3524",62,61,"61","Tuesday Jun 7","boxscore","ATL","@","FLA","W",1,0,NA,"33-28",2,"3.0","Hanson","Hand","Kimbrel","2:41","N",13302,"+","W",2011
"3525",63,62,"62","Wednesday Jun 8","boxscore","ATL","@","FLA","W",3,2,10,"34-28",2,"3.0","Kimbrel","Dunn","Linebrink","3:14","N",14626,"++","W",2011
"3526",64,63,"63","Thursday Jun 9","boxscore","ATL","@","FLA","W",3,2,NA,"35-28",2,"2.0","Jurrjens","Volstad","Venters","2:46","N",16613,"+++","W",2011
"3527",65,64,"64","Friday Jun 10","boxscore","ATL","@","HOU","W",11,4,NA,"36-28",2,"2.0","Hudson","Rodriguez","","3:00","N",29252,"++++","W",2011
"3528",66,65,"65","Saturday Jun 11","boxscore","ATL","@","HOU","W",6,3,10,"37-28",2,"2.0","Linebrink","Lyon","","3:20","N",32117,"+++++","W",2011
"3529",67,66,"66","Sunday Jun 12","boxscore","ATL","@","HOU","W",4,1,NA,"38-28",2,"2.0","Hanson","Myers","Venters","2:33","D",23765,"++++++","W",2011
"3530",68,67,"67","Monday Jun 13","boxscore","ATL","@","HOU","L",3,8,NA,"38-29",2,"2.5","Rodriguez","Lowe","","2:39","N",21466,"-","L",2011
"3531",69,68,"68","Tuesday Jun 14","boxscore","ATL","","NYM","L",3,4,NA,"38-30",2,"3.5","Niese","Jurrjens","Rodriguez","3:03","N",32161,"--","L",2011
"3532",70,69,"69","Wednesday Jun 15","boxscore","ATL","","NYM","L",0,4,NA,"38-31",2,"5.0","Parnell","Hudson","","2:27","N",31161,"---","L",2011
"3533",71,70,"70","Thursday Jun 16","boxscore","ATL","","NYM","W-wo",9,8,10,"39-31",2,"5.0","Linebrink","Carrasco","","3:26","N",26077,"+","W",2011
"3534",72,71,"71","Friday Jun 17","boxscore","ATL","","TEX","L",2,6,NA,"39-32",2,"5.0","Lewis","Delgado","","2:57","N",38810,"-","L",2011
"3535",73,72,"72","Saturday Jun 18","boxscore","ATL","","TEX","L",4,5,10,"39-33",2,"6.0","Lowe","Proctor","Feliz","3:15","D",44600,"--","L",2011
"3536",74,73,"73","Sunday Jun 19","boxscore","ATL","","TEX","W",4,2,NA,"40-33",2,"5.0","Jurrjens","Ogando","Kimbrel","3:34","D",34599,"+","W",2011
"3537",75,74,"74","Monday Jun 20","boxscore","ATL","","TOR","W",2,0,NA,"41-33",2,"4.5","Hudson","Romero","Kimbrel","2:20","N",22937,"++","W",2011
"3538",76,75,"75","Tuesday Jun 21","boxscore","ATL","","TOR","W",5,1,NA,"42-33",2,"4.5","Minor","Stewart","","2:22","N",26849,"+++","W",2011
"3539",77,76,"76","Wednesday Jun 22","boxscore","ATL","","TOR","W",5,1,NA,"43-33",2,"4.5","Beachy","Reyes","","2:39","D",23152,"++++","W",2011
"3540",78,77,"77","Friday Jun 24","boxscore","ATL","@","SDP","L",2,11,NA,"43-34",2,"5.0","Stauffer","Lowe","","2:36","N",27227,"-","L",2011
"3541",79,78,"78","Saturday Jun 25","boxscore","ATL","@","SDP","W",10,1,NA,"44-34",2,"4.0","Jurrjens","Moseley","","3:01","N",38060,"+","W",2011
"3542",80,79,"79","Sunday Jun 26","boxscore","ATL","@","SDP","L",1,4,NA,"44-35",2,"5.0","Adams","Venters","Bell","2:53","D",24048,"-","L",2011
"3543",81,80,"80","Monday Jun 27","boxscore","ATL","@","SEA","W",3,1,NA,"45-35",2,"4.5","Beachy","Bedard","Kimbrel","2:38","N",26467,"+","W",2011
"3544",82,81,"81","Tuesday Jun 28","boxscore","ATL","@","SEA","W",5,4,NA,"46-35",2,"4.5","Hanson","Pineda","Kimbrel","3:04","N",21769,"++","W",2011
"3545",83,82,"82","Wednesday Jun 29","boxscore","ATL","@","SEA","W",5,3,NA,"47-35",2,"4.5","Lowe","Hernandez","Kimbrel","2:35","D",30472,"+++","W",2011
"3546",84,83,"83","Friday Jul 1","boxscore","ATL","","BAL","W",4,0,NA,"48-35",2,"4.0","Jurrjens","Guthrie","","2:19","N",33261,"++++","W",2011
"3547",85,84,"84","Saturday Jul 2","boxscore","ATL","","BAL","W",5,4,NA,"49-35",2,"4.0","Hudson","Arrieta","Kimbrel","2:42","N",37259,"+++++","W",2011
"3548",86,85,"85","Sunday Jul 3","boxscore","ATL","","BAL","L",4,5,NA,"49-36",2,"4.0","Johnson","Proctor","Gregg","3:09","D",23492,"-","L",2011
"3549",87,86,"86","Monday Jul 4","boxscore","ATL","","COL","W",4,1,NA,"50-36",2,"4.0","Hanson","Jimenez","Kimbrel","2:54","N",36137,"+","W",2011
"3550",88,87,"87","Tuesday Jul 5","boxscore","ATL","","COL","W",5,3,NA,"51-36",2,"4.0","Lowe","Chacin","Kimbrel","2:50","N",17718,"++","W",2011
"3551",89,88,"88","Wednesday Jul 6","boxscore","ATL","","COL","W",9,1,NA,"52-36",2,"3.0","Jurrjens","Cook","","2:55","N",26271,"+++","W",2011
"3552",90,89,"89","Thursday Jul 7","boxscore","ATL","","COL","W",6,3,NA,"53-36",2,"2.5","Hudson","Nicasio","Kimbrel","3:16","D",21541,"++++","W",2011
"3553",91,90,"90","Friday Jul 8","boxscore","ATL","@","PHI","L-wo",2,3,10,"53-37",2,"3.5","Perez","Proctor","","3:00","N",45403,"-","L",2011
"3554",92,91,"91","Saturday Jul 9","boxscore","ATL","@","PHI","W",4,1,11,"54-37",2,"2.5","Sherrill","Stutes","Kimbrel","3:15","D",45637,"+","W",2011
"3555",93,92,"92","Sunday Jul 10","boxscore","ATL","@","PHI","L",1,14,NA,"54-38",2,"3.5","Hamels","Lowe","","2:49","D",45853,"-","L",2011
"3556",94,93,"93","Friday Jul 15","boxscore","ATL","","WSN","W",11,1,NA,"55-38",2,"3.5","Hudson","Hernandez","","2:56","N",34106,"+","W",2011
"3557",95,94,"94","Saturday Jul 16","boxscore","ATL","","WSN","L",2,5,NA,"55-39",2,"3.5","Lannan","Hanson","Storen","3:01","N",42456,"-","L",2011
"3558",96,95,"95","Sunday Jul 17","boxscore","ATL","","WSN","W-wo",9,8,NA,"56-39",2,"3.5","Kimbrel","Mattheus","","3:20","D",30314,"+","W",2011
"3559",97,96,"96","Monday Jul 18","boxscore","ATL","@","COL","W",7,4,NA,"57-39",2,"2.5","Lowe","Hammel","Kimbrel","2:49","N",35103,"++","W",2011
"3560",98,97,"97","Tuesday Jul 19","boxscore","ATL","@","COL","L",3,12,NA,"57-40",2,"3.5","Jimenez","Beachy","","3:00","N",36460,"-","L",2011
"3561",99,98,"98","Wednesday Jul 20","boxscore","ATL","@","COL","L-wo",2,3,NA,"57-41",2,"4.5","Street","O'Flaherty","","2:51","N",39339,"--","L",2011
"3562",100,99,"99","Thursday Jul 21","boxscore","ATL","@","COL","W",9,6,NA,"58-41",2,"4.0","Hanson","Reynolds","Kimbrel","3:29","D",39262,"+","W",2011
"3563",101,100,"100","Friday Jul 22","boxscore","ATL","@","CIN","W",6,4,NA,"59-41",2,"4.0","Venters","Masset","Kimbrel","2:46","N",34118,"++","W",2011
"3564",103,101,"101","Saturday Jul 23","boxscore","ATL","@","CIN","L",2,11,NA,"59-42",2,"5.0","Bailey","Lowe","","2:59","D",41192,"-","L",2011
"3565",104,102,"102","Sunday Jul 24","boxscore","ATL","@","CIN","L-wo",3,4,NA,"59-43",2,"6.0","Cordero","Linebrink","","2:48","N",33036,"--","L",2011
"3566",105,103,"103","Monday Jul 25","boxscore","ATL","","PIT","L",1,3,NA,"59-44",2,"6.0","McDonald","Hudson","Hanrahan","3:17","N",30098,"---","L",2011
"3567",106,104,"104","Tuesday Jul 26","boxscore","ATL","","PIT","W-wo",4,3,19,"60-44",2,"6.0","Proctor","McCutchen","","6:39","N",22036,"+","W",2011
"3568",107,105,"105","Wednesday Jul 27","boxscore","ATL","","PIT","W-wo",2,1,10,"61-44",2,"5.0","Linebrink","Leroux","","3:14","N",24186,"++","W",2011
"3569",108,106,"106","Thursday Jul 28","boxscore","ATL","","PIT","L",2,5,NA,"61-45",2,"5.0","Correia","Lowe","Hanrahan","2:59","N",38355,"-","L",2011
"3570",109,107,"107","Friday Jul 29","boxscore","ATL","","FLA","W",5,0,NA,"62-45",2,"5.0","Beachy","Hensley","","2:34","N",36063,"+","W",2011
"3571",110,108,"108","Saturday Jul 30","boxscore","ATL","","FLA","W",5,1,NA,"63-45",2,"5.0","Hudson","Sanchez","","2:37","N",40656,"++","W",2011
"3572",111,109,"109","Sunday Jul 31","boxscore","ATL","","FLA","L",1,3,NA,"63-46",2,"6.0","Nolasco","Hanson","Oviedo","3:00","D",23085,"-","L",2011
"3573",112,110,"110","Monday Aug 1","boxscore","ATL","@","WSN","L",3,5,NA,"63-47",2,"7.0","Hernandez","Jurrjens","Storen","2:30","N",19940,"--","L",2011
"3574",113,111,"111","Tuesday Aug 2","boxscore","ATL","@","WSN","L",3,9,NA,"63-48",2,"8.0","Lannan","Lowe","","2:42","N",24326,"---","L",2011
"3575",114,112,"112","Wednesday Aug 3","boxscore","ATL","@","WSN","W",6,4,NA,"64-48",2,"8.0","Beachy","Wang","Kimbrel","2:56","D",20043,"+","W",2011
"3576",115,113,"113","Friday Aug 5","boxscore","ATL","@","NYM","W",4,1,NA,"65-48",2,"8.5","Hudson","Dickey","Kimbrel","2:43","N",30607,"++","W",2011
"3577",116,114,"114","Saturday Aug 6","boxscore","ATL","@","NYM","L",7,11,NA,"65-49",2,"9.5","Niese","Hanson","","3:12","N",33556,"-","L",2011
"3578",117,115,"115","Sunday Aug 7","boxscore","ATL","@","NYM","W",6,5,NA,"66-49",2,"8.5","Venters","Parnell","Kimbrel","3:25","D",29853,"+","W",2011
"3579",118,116,"116","Monday Aug 8","boxscore","ATL","@","FLA","W",8,5,NA,"67-49",2,"8.5","Lowe","Hand","Kimbrel","2:59","N",20330,"++","W",2011
"3580",119,117,"117","Tuesday Aug 9","boxscore","ATL","@","FLA","W",4,3,11,"68-49",2,"8.5","Sherrill","Mujica","Kimbrel","3:32","N",21337,"+++","W",2011
"3581",120,118,"118","Wednesday Aug 10","boxscore","ATL","@","FLA","W",6,2,NA,"69-49",2,"8.5","Hudson","Sanchez","Venters","3:08","N",22104,"++++","W",2011
"3582",121,119,"119","Friday Aug 12","boxscore","ATL","","CHC","W",10,4,NA,"70-49",2,"7.5","Minor","Zambrano","","2:29","N",50146,"+++++","W",2011
"3583",122,120,"120","Saturday Aug 13","boxscore","ATL","","CHC","L",4,8,NA,"70-50",2,"8.5","Wells","Lowe","Marmol","3:10","N",49781,"-","L",2011
"3584",123,121,"121","Sunday Aug 14","boxscore","ATL","","CHC","L",5,6,NA,"70-51",2,"9.0","Grabow","O'Flaherty","Marmol","3:21","D",32011,"--","L",2011
"3585",124,122,"122","Monday Aug 15","boxscore","ATL","","SFG","W-wo",5,4,NA,"71-51",2,"8.5","Martinez","Wilson","","2:50","N",23498,"+","W",2011
"3586",125,123,"123","Tuesday Aug 16","boxscore","ATL","","SFG","W-wo",2,1,11,"72-51",2,"7.5","Vizcaino","Lopez","","2:59","N",22108,"++","W",2011
"3587",126,124,"124","Wednesday Aug 17","boxscore","ATL","","SFG","L",5,7,NA,"72-52",2,"8.5","Cain","Jurrjens","","2:48","N",22202,"-","L",2011
"3588",127,125,"125","Thursday Aug 18","boxscore","ATL","","SFG","W",1,0,NA,"73-52",2,"8.5","Minor","Lincecum","Kimbrel","2:30","N",30720,"+","W",2011
"3589",128,126,"126","Friday Aug 19","boxscore","ATL","","ARI","W",4,2,NA,"74-52",2,"7.5","Lowe","Hudson","Kimbrel","2:47","N",30142,"++","W",2011
"3590",129,127,"127","Saturday Aug 20","boxscore","ATL","","ARI","W",8,1,NA,"75-52",2,"7.5","Beachy","Miley","","2:47","N",39294,"+++","W",2011
"3591",130,128,"128","Sunday Aug 21","boxscore","ATL","","ARI","W",1,0,NA,"76-52",2,"6.5","Hudson","Collmenter","Kimbrel","2:33","D",34846,"++++","W",2011
"3592",131,129,"129","Monday Aug 22","boxscore","ATL","@","CHC","W",3,0,NA,"77-52",2,"6.5","Jurrjens","Dempster","Venters","2:49","N",37061,"+++++","W",2011
"3593",132,130,"130","Tuesday Aug 23","boxscore","ATL","@","CHC","W",5,4,NA,"78-52",2,"6.5","Minor","Coleman","Kimbrel","2:52","N",36639,"++++++","W",2011
"3594",133,131,"131","Wednesday Aug 24","boxscore","ATL","@","CHC","L",2,3,NA,"78-53",2,"6.5","Wells","Lowe","Marmol","2:36","N",37098,"-","L",2011
"3595",134,132,"132","Thursday Aug 25","boxscore","ATL","@","CHC","W",8,3,NA,"79-53",2,"6.0","Beachy","Garza","","2:50","D",36136,"+","W",2011
"3596",135,133,"133","Friday Aug 26","boxscore","ATL","@","NYM","L",0,6,NA,"79-54",2,"6.0","Capuano","Hudson","","2:35","N",22736,"-","L",2011
"3597",136,134,"134","Tuesday Aug 30","boxscore","ATL","","WSN","L",2,9,NA,"79-55",2,"7.5","Hernandez","Jurrjens","","2:44","N",16674,"--","L",2011
"3598",137,135,"135","Wednesday Aug 31","boxscore","ATL","","WSN","W",3,1,NA,"80-55",2,"7.5","Lowe","Lannan","Kimbrel","2:12","N",20687,"+","W",2011
"3599",138,136,"136","Thursday Sep 1","boxscore","ATL","","WSN","W",5,2,NA,"81-55",2,"7.5","Hudson","Wang","Kimbrel","2:48","N",18794,"++","W",2011
"3600",139,137,"137","Friday Sep 2","boxscore","ATL","","LAD","L",6,8,NA,"81-56",2,"8.5","Kuo","Vizcaino","Guerra","3:35","N",32563,"-","L",2011
"3601",140,138,"138","Saturday Sep 3","boxscore","ATL","","LAD","L",1,2,10,"81-57",2,"8.5","MacDougal","Varvaro","Guerra","3:25","N",37515,"--","L",2011
"3602",141,139,"139","Sunday Sep 4","boxscore","ATL","","LAD","W-wo",4,3,NA,"82-57",2,"7.5","Kimbrel","Hawksworth","","3:15","D",33852,"+","W",2011
"3603",142,140,"140","Monday Sep 5","boxscore","ATL","@","PHI","L",0,9,NA,"82-58",2,"8.5","Lee","Lowe","","2:24","N",45267,"-","L",2011
"3604",143,141,"141","Tuesday Sep 6","boxscore","ATL","@","PHI","L",3,6,NA,"82-59",2,"9.5","Worley","Hudson","Madson","3:05","N",44781,"--","L",2011
"3605",144,142,"142","Wednesday Sep 7","boxscore","ATL","@","PHI","L-wo",2,3,NA,"82-60",2,"10.5","Madson","Moylan","","3:01","N",44870,"---","L",2011
"3606",145,143,"143","Thursday Sep 8 (1)","boxscore","ATL","@","NYM","W",6,5,NA,"83-60",2,"10.0","Minor","Schwinden","Kimbrel","3:13","D",0,"+","W",2011
"3607",146,144,"144","Thursday Sep 8 (2)","boxscore","ATL","@","NYM","W",5,1,NA,"84-60",2,"10.0","Teheran","Gee","","2:48","N",25953,"++","W",2011
"3608",147,145,"145","Friday Sep 9","boxscore","ATL","@","STL","L-wo",3,4,10,"84-61",2,"11.0","Motte","Linebrink","","3:37","N",37129,"-","L",2011
"3609",148,146,"146","Saturday Sep 10","boxscore","ATL","@","STL","L",3,4,NA,"84-62",2,"12.0","Garcia","Lowe","Motte","2:31","N",40689,"--","L",2011
"3610",149,147,"147","Sunday Sep 11","boxscore","ATL","@","STL","L",3,6,NA,"84-63",2,"12.0","Westbrook","Hudson","Motte","2:22","D",39710,"---","L",2011
"3611",150,148,"148","Monday Sep 12","boxscore","ATL","","FLA","L",4,5,12,"84-64",2,"12.0","Hensley","Varvaro","Oviedo","4:18","N",17216,"----","L",2011
"3612",151,149,"149","Tuesday Sep 13","boxscore","ATL","","FLA","W",7,1,NA,"85-64",2,"11.0","Moylan","Hand","","2:56","N",22707,"+","W",2011
"3613",152,150,"150","Wednesday Sep 14","boxscore","ATL","","FLA","W",4,1,NA,"86-64",2,"11.0","O'Flaherty","Nolasco","Kimbrel","2:22","D",22245,"++","W",2011
"3614",154,151,"151","Friday Sep 16","boxscore","ATL","","NYM","L",2,12,NA,"86-65",2,"12.0","Capuano","Lowe","","3:24","N",43901,"-","L",2011
